,title_review_comments,verified_purchase
1307,great price good margin,0
1308,slime capsule left cloth recommend buy start capsule empty call peril get not normal would get sorry voucher post not whole packet still happy left slim capsule cloth mean wash first time time whole packet never problem like brand total unhappy would recommend anyone buy even give star company response problem recommend buy,0
1309,peril comfort sent kit `` kit sent get d peril nonbiolog wash deter potent did wash d ultraconcentr comfort pure potent did wash say potent larger load need increase amount tend alter fair peril nonbio young children family member sent never issue someone reaction due peril probably prefer brand comfort pure time member family like leave cloth feel soft children cloth leave nice soft kit endorse british found price kit time write review â£did slight would current get individu supermarket â£d get devil give practice baby shower gift would ideal slight differ happy pyramid would make practice housewarm present overall good work slight expense side,1
1310,may result go wrong face an moisture honest may an ever mean soft dry almost instant honest lovely give really nature deep an last age usual twice week give good emboli week start hold grain constant purchase,1
1311,ok job say smell great though,0
1312,great shampoo love tresemm hair shampoo great little bit go long way make bottle last age hair feel silk afterward smell great price far line cost high street supermarket,0
1313,good happy purchase,0
1314,arrive time love english mustard far better polish stuff,0
1315,value money value money,0
1316,device strict vegetarian miss eat cornet since find went egg eager device tell differ last texture remember normal,1
1317,may last everyone family like ice cream flavour exempt last gumma worth money stick medium size,1
1318,work well good price,0
1319,real moisture kick made hair look alive oil scent isnt power well,0
1320,great value good value buy these shampoo shampoo good dry hair need moisture,0
1321,texture love soft shampoo leave hair,0
1322,value money would buy,0
1323,great daughter recommend last two year away comment love nature an leg thought would instead usual st proper gradual an shower well glad gave nature an slight swimmer made leg look lot wealthier consider did a smell either like face an every day polish get rid dead cell seem work well way,1
1324,fresh absolute love smell wash away smell fresh hope limit edit stayed best soften did year,1
1325,value money light fragrance leave cloth soft,0
1326,value money great value money light fragrance leave cloth soft,0
1327,great value came spear packet sealabl top scent love hasnt affect kid find need put fabric soften rough dry otherwise great fantasy value money,0
1328,satisfy bought bottle differ colour differ fragrance,1
1329,great ice cream rich like superior brand dairy stuff,1
1330,read review strong smell check bottle current bottle went particular strong smell actual like order not check smell accept index change return,1
1331,a streak bought offer thought differ could earlier summer glow well apart made go stripes make feet rang make stink fall an story bought earlier better smell never streak,1
1332,good brown point round,1
1333,simple best pleas found absolute device ice cream soft cream love vanilla flavour hard finish tub go,1
1334,of of,0
1335,weight good buy,0
1336,good chicken great snack love drink juice good gone make bread butter good sandwich sum ll,1
1337,bland beef tomato flavour secret water cheap sac real bad give beef thick taste wont buy,1
1338,miss time favourite soften i\added never smelt any nice last long time happy custom,1
1339,great work well,0
1340,better rest last better brand,0
1341,great save love smell,0
1342,economy really last longer much cheaper,1
1343,level cloth clean smell fresh quick deliver good value money leave cloth smell clean fresh,0
1344,youd expect exact youd expect occasion larger load slight cheaper supermarket,0
1345,better go costo felt like water wasnt close receive fact like really poor buy,0
1346,fulfil promise purchase sport mad teenage daughter door would last day exact promise scent may,0
1347,good people allegro allegro good us,0
1348,time love,0
1349,brilliant cleansed love clean lotion thick gentle superdrug fantasy price deal even better,1
1350,simple buy simple change preserve bad sore rash eye burn top lip tinge wash phone simple told change stuff change preserve ask said know change know good reason except may save money cheaper inured simple near did year since never sold company german company change really angry suppose sent simple ok rubbish sore burnt simple pleas usual stock offer full asia gave refund onto gift card receipt bottle would well pocket,1
1351,best toll ever perfect really great perfect fruitcream balance toll love fact cream foam rest vanilla ice cream flavour,1
1352,love absolute device favourite,1
1353,good value star remove piece crack,1
1354,stick bought today mother ban an house thought could speak purchase moisturiser/an apply seem bit stick thought would sink bit time woke more an sunk still felt tack colour an really nature give health glow smell east last night,1
1355,nice hair great buy,0
1356,star good price,0
1357,may thank god somebody devil brazil make expect live bearable thank,0
1358,like wipe like wipe scratch gentle would recommend wipe rest peace apart vasili,0
1359,nice good buy,0
1360,may scrub really dry patch forehead cheek month load differ expense none work scrub got rid made smooth good scrub dry flank,1
1361,new smell a favourite door year bought new realise change fragrance hate a need find new door,1
1362,great price great nice smell job well,0
1363,good smelt great made cloth smell fresh howe price cheaper/ test wilkinsonâ,1
1364,simple applied great result go wrong price often alongside face an sustain colour often get dry apply face an help keep hydrate quick east apply apply either more night leave see result quick good away holiday give extra summer glow colour east howe finish apply make sure wash hand wipe palm wet wipe clean nail thorough colour stick hand apply really recommend good value money,1
1365,perfect good,0
1366,yuma love good,0
1367,great value money got â£d did hope reduce smell mice every load consist continue work,0
1368,love love scent expel value money,0
1369,great value nice door last age smell overflow,1
1370,value money like smell fresh clean,0
1371,gone absolute great value amazon ideal snack warm cook fast deliver,0
1372,good first time bought ice cream review good honest it bad may vanilla your also way better kid enjoy need vanilla flavour husband smell say smell like big blow cream,1
1373,streaks rang previous review purchase offer sure formula change streaks rang see streak dry would buy search better,1
1374,smell ferri nice soft ferri happy comfort time thank much,0
1375,love caught sudden nice weather still pale cook chip bought bottle first time couple streak leg read instruct realise say must apply circle next day liver amount made sure circular motion delight second day enough colour go barely cover streak apply day run look like away week sun really nature even colour bit whiff face an first apply wear hour feel smooth moisture bonus,1
1376,fan an convert away long health colour extreme pale put time an well disaster howe first success great beauty even health nature an within days could rate enough sent spotpron all success well longest deeply moisture super nature did/did favourite,1
1377,great give day nature an east apply like better bonds sand gradual an slight face an smell first wear away pleas,1
1378,great everyday month great love simple wipe anyway great remove make leave feel refresh definite buy review collect part promote,1
1379,best night cream put every night go bed wake more feel hydrate plump love sent struggle eczema throughout life cream never cause problem love,1
1380,best perfect gentle focus hydrate tack import go every cream high recommend,1
1381,beauty friend told month back recommend particular see though make beauty soft smell devil honest live without away buy scent signature hata nice see offer would buy near â£d would go save instead get normal â£d did overall buy smell paper love bath get scent bubble bath here enjoy,1
1382,favorite afford wash super moisture leave bad residue scent fresh high recommend,1
1383,go wash leave feel super soft merit sent harsh perfume chemical continue every shower bath pretty inexpens,1
1384,smell great really help moisture really soft smooth,1
1385,wash help dry get really bad red bump dryness help tremens smell may leave feel smooth silk buy not wash,1
1386,soap love scent plenty would prefer longer last scent comparison overall would recommend,1
1387,recommend anyone dry like feel oil soft glow afford,1
1388,moisture nice thick consist smooth soft smell may long last clean,1
1389,smell wonder light clean scent leave feel moisture smooth wash go afford would continue recommend friend family,1
1390,may face an best far look nature may,1
1391,beauty summer glow quit fair hard find make go streaks look like spray rang juice well apply week look feel may man comment nice colour went back bought bottle today reason give star develop smell bit strong smell like cook hata get may result happy high recommend,1
1392,nice result purchase week ago time second applied already nice subtle an expect work quick would say get dispose glove even wash hand straight away notice odd mark hand,1
1393,summer really revive bought long ago special offer expect much rare lotion give desire effect howe absolute perfect an effect nature blotch patch gorgeous brown colour did recommend,1
1394,feel good first bought fair hide sunshine howe felt good moisture howe felt cling great hour wait cream remain stick change colour really disappoint advise buy,1
1395,smell purchase offer blind white leg need bit help gradual manner less chance obvious streak smelt nice applied light flora scent howe within hour smelt stronger actual full face an unless could feel cream full absorb dry actual an result notice buy,1
1396,love nature look bronze glow love fair hair blue eye fili white older laid burn crisp sun union return holiday least look like an cold bought offer went fair first time put arm spare really notice much although define cometh today thought let add bit usual more shower apply bit liver arm leg comment today love glow develop nice today pass look health god feel good bought not tube order whilst offer hate sun burn unless cover add lotion safe way get bronze look streak east apply stain hand slight an smell much hook,1
1397,good little stick really like light colour give meets streak free howe read lot review man claim lotion dry quick howe expert spend hour dry stick day,1
1398,husband like extra fresh nice fresh clean smell,1
1399,may start month ago stop sweat stay dry day first time sweat control year confide return great give day kick,1
1400,strong protect nice smell final found door menopaus women,1
1401,gorgeous really clean fresh smell fragrance absolute last day long kept wonder fresh dry love respect wash door,1
1402,best spy look good spy long respect weather start improve away found expense happy inexpens oil make greasy look may make make look much better found go smooth more hard visible love love love really monsieur good sun protect,1
1403,best start vera facial lotion month ago since constant breakup norm love persist recent decide enough enough pick simple best thing done within two day current spot begun clear overall look much calmer go show fancy long science away top simple gentle like,1
1404,may may can rate enough got gift stop smell scent absolute may emboli may feel soft stop wont brand,1
1405,expel result less cost really enjoy compare favour expense brand,1
1406,sceptic first love away differ brand gradual ran smell away put half price enough point thought would give try smell lovely soft go well like moisture wash palm wipe look may rather usual st merit nature looking quit pale found applied medium dark perfect last quit day notice start disappear quit subtly great did must buy,1
1407,what\added like love bath soap bar scent quarter moisture dry soap,1
1408,love aroma nice fresh fabric soften,0
1409,would recommend may value money smell love soft job well would recommend purchase,1
1410,great service fast service great thank,0
1411,great happy,0
1412,good shampoo buy bulk like okay hair like us sure less year meant bit right probably best shampoo ever need buy like bottle year feel good got condition equal good bought size,0
1413,dont buy gave everyone gave pack rash spot,0
1414,follow instruct winner great fragrance strike right balance although wife complain small bottle difficult occur probably slur reckon full measure fact nearer two full measure really quick way small did my bottle but cap measure suppose be find economy way condition cool fragrance actual carry cloth make smell like fresh sky â know thing smell like cometh else really like condition bottle made recycle plastic manufacture ask custom recycle new bottle go path third time around three star not good green,1
1415,economy soften cloth good devil fragrance last scent great price bottle need small amount half cap wash soften cloth smell nice last cometh linger tenor unstopp soften cloth said soften effect notice even handwash relic underwear like ultra consent reduce size bottle storage,1
1416,convent effect fabric condition ultra consent fabric condition into surprise small bottle read side need half cap bottle last nice all fit bottle kitchen cupboard find half cap enough live area hard water cloth came wash feel soft smell love really like scent although not special genetic flora fabric condition scent,1
1417,rubbish bought smaller size bottle soften compare quality disappoint find much thinner kind find shop heavily dilute real save go back get shop cancel subscribe,0
1418,not buy time problem item,0
1419,brilliant perfect last salt flavour least base buy today honest love toast,1
1420,great burri last love good plenty burri flavour bill snack anti east prepare great value money cheaper supermarket definite recommend,0
1421,comfort intense laundri condition liquid fresh sky household normal comfort howe fresh sky scent must say really nice go sniff direct bottle consent scent much intense really ultra consent allow much smaller bottle need much wash machine either half lid worth smaller bottle course make carbon footprints smaller admit bottle made did recycle plastic bonus bottle lid recycle back downed sleep make sure remove throw bottle recycle hope work make whole thing recycle future good value money great scent though latter subject,1
1422,taste love,0
1423,love scent list pack consent fabric soften although receive sample review purpose note contain made did recycle plastic suitable recycle need remove plastic wrap hold inform bottle need beforehand dose inform found need jar open remove lid first time guess good receive via post mean less chance lid look spill content parcel rather onto cloth like scent transfer well laundri leave smell flora without sweet would worth sniff shop commit large pack howe laundri scent everyone last soft fantasy particular notice laundri dry outside normal make feel stiff bottle cover did load did g manage did larger did g load bottle look small liquid consent dose cap rather machine otherwise much probably,1
1424,kid love big good kid spend whole week without good favourite flavour great big larger average bargain price amazon,0
1425,love scent love scent fresh flower russia really make good job fragrance cloth wash bottle small liquid consent type bottle capable did wash appear howe would say get really fragrance little say bottle howe may last honest like laundri fragrant put liquid soap/condition drawer measure small amount lid,1
1426,taste full flavour shop bought much expense paid unless special offer deal expel value money full flavour taste snack anti definite recommend,0
1427,high quality effect effect nice fragrance best wash howe towel linen every third time preach least did hour,0
1428,least favourite magnum wildly enthusiast ask rate free magnum part promote would perhaps err generous side pay custom howe not write home comfort flavour clash dark school coat sick sweet raspberri sac cover core difficult describe core remind cheapest imagine insipid brand raspberri icecream little smooth cream find magnum almost rush develop process bitter raspberri rival stick disappoint consider could,1
1429,miss soften fore colour change smell nice what\added happen,1
1430,je say lumen free beef cassel spent next day sat toilet contain barley good coeliac people,1
1431,first cream handwash first cream handwash could cheaper nice fragrance soften hand better liquid good oh wing kitchen bathroom/ shower room recommend high star,1
1432,love include make feel soft smooth squeaky clean downed grave smell bad pregnant physics stop eat,1
1433,mrs bought first time couple week ago smell may fragrance last age buy,1
1434,disappoint change colour perfume condition year change not fragrance manufacture,1
1435,last buy ve stock cure big batch week bought strong flavour sure bland recipebut good need look start look elsewhere,1
1436,great shampoo great shampoo wash hair,0
1437,true emboli wipe know inured service bargain price thankyou simple,0
1438,sure sky smell like nice though pack bottle laundri condition really nice scent index market would call fresh smell nice sure sky smell ever condition little go long way consent need way way less get did wash bottle lot save straight bat versus normal condition nice good little bottle would recommend,1
1439,comfort know go get comfort regard feel smell post wash super consent fabric condition smell great much less plastic did recycle source say need fraction amount liquid consent variety result happy say claim seem true like trait comfort smell buy confide,1
1440,subtle overflow really like scent overflow pleasant leave cloth feel softer particular like fact bottle did recycle remove wrap around recycle consent plus storage was east measure great value,1
1441,great good price good bundle really good dealt post holiday laundri really well love scent laundri clean smell lush daughter really sent whilst rest laundri big laundri bundle good merit smell love think good value great subscribe save kit could devil house regular laundri little effort where go shop trail around laundri offer face great great scent great job,1
1442,fresh smell merit sent wash cloth grandchildren except grandchildren merit conduct nice all wash everyone cloth altogether rather spear except smell fresh clean although get wash pack soften need buy soften,1
1443,good price good bulk price,0
1444,good quality good price love would recommend respect youth,0
1445,good value high recommend,0
1446,good good,0
1447,east smaller lighter bottle bottle smaller lighter touch stiff hand find much easier pick trait larger bottle although bit struggle get lid first time scent fresh flora pleasant overflow linger wash well afterward bottle reason good value little go long way half cap recommend wash did g full cap larger wash did wash base half cap dose did g load usual larger load get approxim did wash bottle bottle made did recycle plastic recycle except plastic sleep,1
1448,beauty may value money,1
1449,smell so good disappoint little go long way,0
1450,dilute smell condition smell intense amazon good offer basic feel smell cloth seem dilute nice smell cloth pleas buy,0
1451,good price good much cheaper shop work really well nice scent,0
1452,great item great great price buy,0
1453,great value great value,0
1454,price expel great size keep close hand big like size get,0
1455,soft cloth did my bottle give did wash load fuchsin passion fabric condition comfort bottle enter plastic made did recycle plastic did recycle bottle narrow screw top measure bottle occur slim poured â drill consent need of cap washload comfort man year fuchsin passion fragrance nice light flora fragrance towel cloth felt nice soft wash dry love smell flower hint fruit â mange â fresh under cloth strong overflow â nice smell wash cloth,1
1456,great got deal â£d may value money pack enough did wash bottle did wash usual â£d basic save â£did got partner sent issue smell clean great,0
1457,comment impress,1
1458,good value fantasy value love scent buy,0
1459,small might clear latest variant comfort address environment concern plastic wast high consent smaller bottle recycle reduce package transport cost commend consent sens fact detect scent even open bottle breath deeply overflow howe dilute form half cap load add pleasant slight zest aroma cloth scent matter last like wash feel soft pleasant though already regular comfort user form repress good value quality lessen impact environs albeit smallest way cometh,1
1460,his did his usual secret best country mile man man anti perspire man year pantry order get free deliver now rubbish his start feel wet stick arm fair sedentary day recommend worst star love smell though even little strong back secret,0
1461,nice smell not bathroom shelf,0
1462,great value value,0
1463,smell love great convent much easier powder liquid,0
1464,expel price great offer work â£d bag did buy,0
1465,it cheap price quality it good bought think got bargain did wash howe disappoint it consent it water scent strong need put inm wash cloth rather recommend amount,0
1466,leave behind get stick cloth outer layer cover liquid become stick get stick cloth hard remove,0
1467,nice nice,0
1468,big get big great value,0
1469,great value great price number wash get bonus carry heavy pack home supermarket devil need effect clean east,0
1470,expel expel item time great deliver service value quality,1
1471,superb superb kit peril nonbio great cloth really stubborn stain great word warn although say hand did see wash tend go least did ensue get thorough ring machine cloth wash machine repair guy told did fall economic respect get build time cause issue comfort really nice leave fabric soft huggabl,1
1472,soft smell brilliant brilliant love persia,0
1473,fall scent love soft laundri large amount laundri yesterday dimmed impress scent fabric condition fuchsin passion delight love scent ultra consent need little amount tumble dry cloth came soft smell love often find tumble dwyer make laundri lose scent occur dry cloth cloth hors delight whole room took love scent impress comfort consent fabric condition recycle plastic bottle cut amount plastic whole bottle bar wrapped recycle bottle small see picture ultra consent still last long larger bottle high recommend,1
1474,great value great value money wash smell love,0
1475,beauty love smell,0
1476,comment good,0
1477,good price good price carry heavy item home shop,0
1478,smell love great item bargain price,0
1479,definite worth expel value money last long better door inv,0
1480,good value great value money would buy wash,0
1481,really work fall deal day go door it usual â£d,0
1482,well worth money wash cloth,0
1483,great value money mistake little bottle think worth money often offer big may fabric softer though scent may,0
1484,good price good price,0
1485,great service happy order arrive day promise,0
1486,better environs correct great lot effort made reduce plastic need make soften consent less need though see buyer say still amount larger bottle probably explain much said label explain little go long way fuchsin perfume version smell ok overflow big plus difficult intense perfume past note outer plastic sleep recycle need dispose spear,1
1487,great great,0
1488,may sent fabric condition leave cloth soft smell beauty not bonus pure ideal sent suit adult children below sent cloth left feel inured soft smell gorgeous,0
1489,would again leave nice smell cloth feel soft,1
1490,great value money storage away better buy bigger volume keep big bottle garage top smaller bottle close wash machine great quality well known brand,0
1491,rely dead best big brand fore love way never upset respect wash sheet item next jean underwear ever since small baby help grandchildren childfriend brand wash recommend found mean eczemaafflict item confide smaller ultra consent pure comfort extra mean dish extra help soft require little amount job altogether did wash two hand bottle peril nonbio liquid deter measure bubble wast soft water area lesser amount yes still sort everyday stain worry scent fresh clean whole house smell love laundri go air iron,1
1492,best wipe market order every month theyr good value away arrive time find remove make gentle emboli side soft side inm fuss wipe suit need exact dont smell either us big put dont leave feel greasy,0
1493,quality merchandise well worth money,0
1494,expel service great smell job,0
1495,comfort intense fabric condition liquid fuchsin passion ask ind like review comfort intense fabric condition liquid fuchsin passion did my did wash pack said yes love fragrance give wash love outside fresh fragrance warn small bottle fabric condition ultraconcentr little go long way it nice see bottle made did recycle plastic admit company state it âsave did plastic release did less wast did less greenhouse gase compare comfort blue sky â it winner everyone help environs,1
1496,great shampoo shampoo best bargain,0
1497,love smell love smell door even though meant wear,0
1498,good good,0
1499,smell lush love smell wash smell lush smell room cloth put away usual buy offer around â£d,0
1500,expect like flavour eat,0
1501,fast deliver good value money would buy,0
1502,good odour slight scent keep go did hour mark cloth,0
1503,expel value month finish economy,0
1504,smell like been spirit nice smell cloth,0
1505,great value smell fresh overflow hand buy bulk great price worry shop around good price supermarket regular,0
1506,really worth bottle d/d full seem like good deal whole bottle fill bottle basic got bottle less d/d full much smaller look,0
1507,value money wonder scent keep feel fresh day,0
1508,value money long last,0
1509,expel expel work may,0
1510,smell lush cant complain it favourite smell good second time buy bulk,0
1511,keep jar go hard hunger,0
1512,comfort intense laundri condition liquid fuchsin passion ultra consent much half cap full fine scent nice flora smell consent sniff test direct bottom course seem bit intense result bunch nice scent cloth scent/smell away subject bottle made did recycle plastic outer sleep recycle great step forward thumb,1
1513,great fragrance love soften found bargain couldnt buy despite struggle space home smell absolute may small amount enough make whole house smell beauty,0
1514,love smell smell nice away wake more,0
1515,worth buy love,0
1516,expel expel,0
1517,mmm convent smell great soft fluffy,0
1518,nice let know back offer pleas,0
1519,smell great last age cheap purchase bulk smell fantasy last long,0
1520,value money smell love value money smell love,0
1521,may value money else say fantasy value money last month wash load every day sometime,0
1522,comfort intense love smell need half cap full load soft fragrant wash work well hard water environs compact bottle east store,1
1523,good wash perform set sent wash soap perfect good clean well decent scent last even better consent comfort bottle mean it much easier store price touch heavy view overall set wash machine certain clean well,1
1524,fabric condition game changes hope attach scent fabric condition cometh family ignore cloth smell fresh pleasant wash soft comfort wear economy fortune fulfil criterion say smell fresh pleasant mean stink place scent overflow wilt every did yard radius fortune get general thumb could done without word big wonder smell alarm call purchase whisky away favourite perfume cloth bigsmel life,1
1525,smell divine smell gorgeous even inv dry tumble great value money subscribe service,0
1526,nice gentle upset family eczemapron gentle sinking version within peril comfort rang bundle pack practice suggest offer good value compare individu retail price add wash peril add wash comfort make fabric soften effect free remember peril nonbiolog laundri deter choice brand grew merit eczema allegro prone never member family pleasant domain scent fluid formal mean even cold wash comfort high consent version quit small bottle real life bottle rather smaller photo make appear relate peril repress poor value did wash worth did wash worth regardless size contain small size good job keep package mater,1
1527,value money good buy smell lush,0
1528,return peril nonbio fold peril nonbio man year change brand specie baby eight year ago bit homecom really like fliptop open smooth dispense ball much easier crosscut design usual brand require fair amount pressure never problem well peril clean hasnt change machine load baby cloth â together stain muslin bed came spotless admit comfort pure condition laundri soft smell love perform well general wash decide go back peril nonbio frustrationfre dispense perform well kind made wonder ever left brand first place,1
1529,dream scent regular comfort intense condition fascia scent favourite fresh sky nice fascia beauty scent last long time along match scent pearl half cap along normal deter dry inured dream scent really last smell suit open wardrobe love jumper box good way buy bulk go supermarket look special offer high recommend best condition,1
1530,goodvalu bundle sent feature two bottle peril comfort although biology deter general effect nonbio version version peril work well enough baby wear normal soil cloth older people sent hand pack include two bottle peril nonbio liquid deter did wash size comfort pure fabric condition did wash size decent value eleven pound current amazon two nonbiolog dermatolog test endorse british found â develop respect kind sent baby good clean power nonbiolog wash deter soft safe conduct â well worth little cloth sent,1
1531,expel value laundri set laundri set expel value like smell peril it really fresh strong cloth retain clean scent comfort soften effect would recommend family young kid,1
1532,love scent great money save subscribe,0
1533,comfort current price work wash consider price label fabric condition good value okay buy box enough storage space way go pleasant scent good size though house bigger bottle claim did wash bottle recommend d/d cap admit slight okay label stuff cheaper larger size tend bit wash,1
1534,love last scent bulk buy intense version seem way get true value money unless spot deal follow bottle instruct half cap measure enough get job done proper scent love really seem last well even time wash pleas overall would probably get standard comfort default offer treat perhaps even better bigger bottle get money,1
1535,simple clean east convent leave laundri fresh clean,0
1536,average average good real half price ok not special like seem think,0
1537,good quality price inm sure live hope comfort clear lead brand market leader fabric softer inspire confide person fabric soften towel certain seem lead soft nice fragrance value money expel definite better cheaper brand dont work smell harsh,1
1538,expel baby sent big baby did still really sent sent peril nonbio visit never found fabric condition certify british found comfort pure expel family due visit last week fresh under bed wash well felt nice soft subtle scent pleasant set great value â£did high recommend,1
1539,absolute bargain favourite away feel like stop get shop normal prize see deal buzz keep partner go cloth smell may happy,0
1540,classic fresh condition trait comfort love fresh fragrance away condition gave gift cloth linger fresh subtle aroma,1
1541,great thank great thank,0
1542,absolute bargain away wash,0
1543,consent flower clear latest variant comfort address environment concern plastic wast high consent smaller bottle recycle reduce package transport cost commend consent sens fact detect scent even open bottle breath deeply overflow howe dilute form half cap load add pleasant attract `` flower aroma cloth scent matter last like wash feel soft pleasant though already regular comfort user form repress good value quality lessen impact environs albeit smallest way cometh,1
1544,good good,0
1545,high recommend great value money love,0
1546,love smell soft wash love stuff long last smell gentle bed allegro,0
1547,three large get three pack lynn shower get decent large size,0
1548,love eat admit near did year away did gram jar cupboard butter toast much fat pork drip brown jelly toast sandwich cheeks slice tomato slice boil egg put toast bean toast add couple teaspoon mug hot water taste drink good stew cassel mix butter bake potato definite love hate thing love away holiday think avail where go,1
1549,love nice bargain make hair smell love smooth,0
1550,soft fragrant comfort away go brand fabric soften across fragrance compact rang open bottle fragrance quit strong concern go overflow cloth due fact need small amount fragrance actual quit subtle wash complete cloth love soft hello reaction except prone not hit comfort,1
1551,good good,0
1552,love did my comfort intense laundri condition liquid form give did wash make bottle â£d did inv found â£d did give save howe found did wash â£d would make expense worth check around price like sometime give extra wash fresh smell softer wash well worth thing recommend check price etc buy,1
1553,good item thank,0
1554,work well good price,0
1555,good value expect,0
1556,poor deliver receive damage,0
1557,face got face it thin see smell,0
1558,sky fresh bit worry call intense might leave overflow scent laundri walk around smell fabric condition thank like scent leave fresh quit subtle dry linger around without perhaps fresh sky fragrance appeal chemically fruit/for mix suit household item cloth thing like towel bed linen left soften freshsmel appreci small bottle size consent liquid less environment impact think consent liquid less effect soften dilute liquid look best soften consider fullsiz bottle prefer subtle soften effect fresh fragrance consent version great buy,1
1559,nice shampoo enough least month rd time order shampoo smell good content bottle thick liquid feel like velvet actual hair feel softer chose shampoo,0
1560,pints soften current sell price compare supermarket good smell pleasant need add small amount get cloth smell fresh,1
1561,did wash get did wash value money,0
1562,consent although bottle did my condition consent half cupful time mean get did wash bottle bottle made recycle plastic turn recycle though sleep bonus fuchsin smell pleasant cloth nice soft warn keep slut away children eye common sens anyway high recommend,1
1563,best price around good quality,0
1564,send advertise sent did pop good instead advertise did pop good king,0
1565,year keep dry smell good,0
1566,good price good price,0
1567,value great value,0
1568,great love smell overflow last week machine wear,0
1569,expel love,0
1570,soften scent wash whole house smell fresh clean spear condition year wash day seem realise much scent boost spear fabric condition devil much actual soften wash bottle state compact box th could devil rather place amazon box paper wrap package include empty bottle recycle wast liquid top bottle well design minims pillage need half cap recommend went little gush liquid large spot dry indoor today due weather whole house smell really impress even bottle rather state good value money like small bottle mean store lower shelf heavier item rather risk undermine shell collapse yes happen squeeze bottle hard made recycle plastic little flimsyfeel,1
1571,nice scent work well,0
1572,smell love great value plenty wash,0
1573,good value trait scent fabric conduct expert comfort pack high consent need place much condition tray effect bottle made recycle plastic recycle nice set bottle,1
1574,nice fresh smell comfort intense nice fresh fragrance although recommend quit strong bottle nice size east store cupboard although look small get lot wash bottle leave fabric softer good stuff wash regular like towel high recommend,1
1575,bring comfort cloth soul love retain quality expect well known maker leave cloth feel soft smell fresh concept ultra consent new real year ago petya type pack may public ready into contain made recycle plastic fantasy refill recycle sleep disappoint hope refill pack cardboard style pack though full recycle glad dose counter seem much less would east put much half sent fine us found hard read small print wrapped even magic glass could see any say test aim aim make although food issue import man whilst proved detail headquart office actual say produce think would help know man people include would prefer buy made country reduce carbon footprints little torn wash powder liquid comfort soften combine help think cut package carbon footprints better value howe spear comfort soften make cloth smell love,1
1576,good soften multipack eight bottle fabric soften topic large size bottle bonus cumbersom trick store half height fit better storage area kitchen soften strong overflow flora smell cloth wash notice softer compare without line dry wash nice admit laundri routine,1
1577,great sent soul family sent perfume base soften cause havoc work bill big small baby alike,0
1578,great service great quality super fast deliver,0
1579,comfort intense laundri condition liquid fresh sky did my standard comfort fabric condition brand buy regular consent version quit impress â did my measure require modest laundri load economy effect standard scent pleasant last check around wide price bottle pack current work cheaper local supermarket happy result,1
1580,bargain suppose smell fresh clean,0
1581,good price great smell,0
1582,lovely good value,0
1583,gorgeous gorgeous smell fall value thing like price ind bought wont buy buyer,0
1584,smell lush good bundle condition really good love scent condition laundri clean smell lush all buy bulk great make cost effect make sure away enough house essential house teenage wash machine never great great scent great job great value love,1
1585,quick snack arrive cut lid,0
1586,cloth soft smell gorgeous brilliant offer gorgeous smell,0
1587,value money love bargain buy,0
1588,go time great money,0
1589,seem work well regard soft much scent like lot soft wash cloth seem remark pleasant touch feel specific quantity wash smaller condition mean smaller bottle give plenty wash less like seem rather light scent advise quantity like scent fabric condition get less conclude decent seem work well recommend,1
1590,shampoo clean clean nice,0
1591,expel love,0
1592,bottle small purchase offer howe kind shock see small know consent really consent big lit consent consider full price big tub much cheaper opinion,0
1593,good purchase deliver good purchase deliver,0
1594,expel value great price expel value wish smell price,0
1595,finding found two bottle found become quit dry stop,0
1596,perfect eczema sent person nonbio wash liquid time far best wash liquid sent suffer eczema sort sent wash liquid powder peril without doubt best comfort add little bit soften whole mix make cloth softer thus easier wear remove little bit stiff merit sent,1
1597,east bought like bought,1
1598,time favourite best night cream ever sent dry slight oil zone leave moisture soft rich little go along way respect hot summer night fragrance inured fall anyone mature,1
1599,love give long time recommend everyone,1
1600,love part sent hand moisture make soft time shower feel tens little,1
1601,best scrub love scrub actual feel though scrub bead actual bead like scrub wonder bead smell ok term get rid dead prepare sink get full benefit fantasy scrub year know close price far scrub week good need sent never problem long shelf keep buy best scrub,1
1602,fantasy really work odour month longer sweat year swear control day would sweat never layer found awkward situate confide back feel confide wear tighter fit cloth pleas must give day kick make massive differ life,1
1603,like lot kind moisture lip make eye work well,1
1604,random love random crazy iv got candid find yellow,1
1605,brilliant brought year ago love went get could find happy find perfect work well get love soft feel dry hair rather dry brittle love would recommend anyone buy found,1
1606,vaselin man origin scent novelist smell overflow scent like unspent found vaselin much often became mon gentle feel comfort kid gentle,1
1607,fluff great emboli property fluff everywhere youdddd reply wear dark colour cloth itdddd go make like dandruff,1
1608,love bought recent love smell make feel clean soft refresh,1
1609,oh say everyday part moisture make remove etc ever night lash eyebrow,1
1610,love vaselin soft feel love fact multiple much improve good price rang,1
1611,chronic dry lips think flank dry man variety chapstick came back vaselin thing leave feel hydrate health chapstick would dry even vaselin jot,1
1612,away great verbatim lip elbow knee heel economy,1
1613,may may can rate enough got gift candid stop smell scent absolute may emboli may feel soft candid stop wont brand,1
1614,painful ware time howe since newer came round design never wear anymore since merit like crazy go red dry,1
1615,good thought shampoo away real evil colour hair change soon realize made mistake shampoo silicon went hardness usual appoint colour cut hardness ask shampoo hair bad conduct hair strip colour tresemm heat defend spray year never problem shame shampoo good,1
