,online_store,brand,category,product_description,review_rating,review_title,review_text,review_type,parent_review,verified_purchase,helpful_review_count,review_delt,title_review_comments
2205,0,21,1,"Persil 3in1 Non Bio Washing Capsules 38 Wash, 1026g",5,Good price,Good price,0,0,0,0,19,Good price Good price
2206,0,21,1,"Persil 3in1 Colour Washing Capsules 38 Wash, 1026g",4,Great product,Great product,0,0,0,0,29,Great product Great product
2207,0,8,1,Comfort Pure Fabric Conditioner 166 Wash 5L,4,Amazing for sensitive skin,"This fabric conditioner not only leaves your clothes soft, it also smells beautiful too. Another added bonus is because it is Pure, it's ideal for my son's sensitive skin.Suitable for adults and children or beloved pet's with sensitive skin. Clothes are left feeling incredibly soft and smelling gorgeous.",0,1,0,1,17,"Amazing for sensitive skin This fabric conditioner not only leaves your clothes soft, it also smells beautiful too. Another added bonus is because it is Pure, it's ideal for my son's sensitive skin.Suitable for adults and children or beloved pet's with sensitive skin. Clothes are left feeling incredibly soft and smelling gorgeous."
2208,0,8,1,Comfort Ultra Concentrated Pure Fabric Conditioner 38 Wash 570ml,5,Would use agian,Leaves nice smell on my clothes and feeling soft.,0,1,1,0,13,Would use agian Leaves nice smell on my clothes and feeling soft.
2209,0,8,1,Comfort Pure Fabric Conditioner 166 Wash 5L,5,Great value,Great value,0,1,0,1,19,Great value Great value
2210,0,8,1,Comfort Ultra Concentrated Pure Fabric Conditioner 38 Wash 570ml,5,Value for money,Great value for money,0,1,0,0,6,Value for money Great value for money
2211,0,21,1,"Persil 3in1 Non Bio Washing Capsules 50 Wash, 1350g",5,Softness and smell brilliant priduct,Brilliant product love Persia 3in 1.,0,0,0,0,11,Softness and smell brilliant priduct Brilliant product love Persia 3in 1.
2212,0,8,1,Comfort Pure Fabric Conditioner 166 Wash 5L,5,Great value for money,"If you have storage, always better to buy bigger volume. Keep the big bottle in garage and you can top up your smaller bottles close to your washing machine. Great quality from well known brand",0,0,0,0,11,"Great value for money If you have storage, always better to buy bigger volume. Keep the big bottle in garage and you can top up your smaller bottles close to your washing machine. Great quality from well known brand"
2213,0,22,1,Persil & Comfort New Baby Essential Laundry Kit(3 Items),5,Relied on for decades this is the best Non Bio,"I have used this brand forever and love the way it never upsets any skin, especially when washing sheets and items that are next to the body such as jeans, underwear. Ever since I had small babies and now helping with grandchildren, this is the most child-friendly of all the branded washing products. Recommended by the Skin Foundation means you can try any eczema-afflicted skin with this item with confidence. Having the smaller, ultra concentrated Pure Comfort as an extra means you can dish up an extra helping of softness when required. Just a little amount will do the job. Altogether 48 washes from the two handy bottles of Persil's Non-Bio liquid detergent can be carefully measured into the bubble pod, so no waste. In our soft water area, the lesser amount can be used. Yes, it still sorts out everyday stains, no worries there. The scent is fresh and clean, the whole house smells lovely when the laundry is on the go, being aired and ironed.",0,1,1,0,29,"Relied on for decades this is the best Non Bio I have used this brand forever and love the way it never upsets any skin, especially when washing sheets and items that are next to the body such as jeans, underwear. Ever since I had small babies and now helping with grandchildren, this is the most child-friendly of all the branded washing products. Recommended by the Skin Foundation means you can try any eczema-afflicted skin with this item with confidence. Having the smaller, ultra concentrated Pure Comfort as an extra means you can dish up an extra helping of softness when required. Just a little amount will do the job. Altogether 48 washes from the two handy bottles of Persil's Non-Bio liquid detergent can be carefully measured into the bubble pod, so no waste. In our soft water area, the lesser amount can be used. Yes, it still sorts out everyday stains, no worries there. The scent is fresh and clean, the whole house smells lovely when the laundry is on the go, being aired and ironed."
2214,0,21,1,"Persil 3in1 Bio Washing Capsules 38 Wash, 1026g",5,Well worth the money,Washing my clothes,0,0,0,0,24,Well worth the money Washing my clothes
2215,0,21,1,"Persil 3in1 Bio Washing Capsules 38 Wash, 1026g",5,Value for money,Great value for money,0,0,0,0,6,Value for money Great value for money
2216,0,25,2,Simple Kind to Skin Exfoliating Facial Wipes 25 Wipes,5,Best wipes on the market,"I order these every month. Theyre good value and always arrive on time. I find they remove all my make up, and are gentle on the skin. They have exfoliating side and a soft side. Im fussy with wipes, but these suit my needs exactly. They dont smell either, with us a big put off for me, and dont leave your face feeling greasy.",0,1,0,1,17,"Best wipes on the market I order these every month. Theyre good value and always arrive on time. I find they remove all my make up, and are gentle on the skin. They have exfoliating side and a soft side. Im fussy with wipes, but these suit my needs exactly. They dont smell either, with us a big put off for me, and dont leave your face feeling greasy."
2217,0,8,1,Comfort Pure Fabric Conditioner 166 Wash 5L,5,The quality of the merchandise,Well worth the money,0,1,0,1,24,The quality of the merchandise Well worth the money
2218,0,16,2,Lynx  Africa Anti-perspirant Deodorant Spray for Men 200ml,5,once again excellent service,Great smell & just the job,0,1,0,0,4,once again excellent service Great smell & just the job
2219,0,8,1,Comfort Intense Fuchsia Passion Fabric Conditioner 38 Wash 570ml,5,"Comfort Intense Fabric Conditioner Liquid, Fuchsia Passion","I was asked if Id like to review Comfort Intense Fabric Conditioner Liquid, Fuchsia Passion, 540 ml, 216 Wash, Pack of 8, and I said yes. This has a lovely fragrance and gives your wash a lovely outside fresh fragrance. Be warned they are small bottles but the fabric conditioner is ultra-concentrated, so a little goes a long way. Its nice to see that this bottle is made of 100% recycled plastic. In addition, the company state that its saving 34% plastic, releasing 24% less waste and 20% less greenhouse gases compared to Comfort Blue Skies, so its a winner for everyone that wants to help the environment.",0,0,1,0,22,"Comfort Intense Fabric Conditioner Liquid, Fuchsia Passion I was asked if Id like to review Comfort Intense Fabric Conditioner Liquid, Fuchsia Passion, 540 ml, 216 Wash, Pack of 8, and I said yes. This has a lovely fragrance and gives your wash a lovely outside fresh fragrance. Be warned they are small bottles but the fabric conditioner is ultra-concentrated, so a little goes a long way. Its nice to see that this bottle is made of 100% recycled plastic. In addition, the company state that its saving 34% plastic, releasing 24% less waste and 20% less greenhouse gases compared to Comfort Blue Skies, so its a winner for everyone that wants to help the environment."
2220,0,31,2,Tresemme Silky Smooth Shampoo 900ml,5,Great shampoo,This shampoo is the best.What a bargain also.,0,0,0,0,12,Great shampoo This shampoo is the best.What a bargain also.
2221,0,12,2,Dove Men+Care Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,5,Love the smell,I love the smell of this deodorant even though it is meant for men I wear it,0,1,0,0,14,Love the smell I love the smell of this deodorant even though it is meant for men I wear it
2222,0,21,1,"Persil 3in1 Bio Washing Capsules 38 Wash, 1026g",4,Great product,Great product,0,0,0,0,29,Great product Great product
2223,0,21,1,"Persil 3in1 Bio Washing Capsules 38 Wash, 1026g",5,Very good,Very good,0,0,0,0,30,Very good Very good
2224,0,29,1,Surf Tropical Lily Washing Liquid 85 Wash 3L,5,Smells lush,Love the smell of this. my washing smells lush and I can smell it in the room when the clothes are put away. Usually buy when on offer around £8,0,1,0,0,5,Smells lush Love the smell of this. my washing smells lush and I can smell it in the room when the clothes are put away. Usually buy when on offer around £8
2225,0,21,1,"Persil 3in1 Bio Washing Capsules 38 Wash, 1026g",5,Beauty product,Amazing value for money,0,1,1,0,10,Beauty product Amazing value for money
2226,0,19,0,Marmite  Spread Yeast Extract 500g,5,Just as expected,Like the flavour Used it for eating,0,1,0,0,15,Just as expected Like the flavour Used it for eating
2227,0,31,2,Tresemme Silky Smooth Shampoo 900ml,5,Fast delivery,Good value for money would buy again,0,0,0,0,22,Fast delivery Good value for money would buy again
2228,0,8,1,Comfort Intense Fuchsia Passion Fabric Conditioner 38 Wash 570ml,5,Good,Good,0,1,0,0,17,Good Good
2229,0,21,1,"Persil 3in1 Colour Washing Capsules 38 Wash, 1026g",5,Great service,Very happy with this order arriving same day as promised.,0,1,0,0,14,Great service Very happy with this order arriving same day as promised.
2230,0,21,1,"Persil 3in1 Non Bio Washing Capsules 38 Wash, 1026g",5,Great value,Value,0,0,0,0,9,Great value Value
2231,0,12,2,Dove Men+Care Invisible Dry Aerosol Anti-perspirant Deodorant 250ml,4,Good deodourant.,Slight scent. Keeps going for 48 hours. Doesn't mark clothes,0,1,0,0,17,Good deodourant. Slight scent. Keeps going for 48 hours. Doesn't mark clothes
2232,0,12,2,Dove Men+Care Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,5,Okay,Good,0,1,0,0,30,Okay Good
2233,0,8,1,Comfort Pure Fabric Conditioner 166 Wash 5L,5,Excellent value,Will take months before you can finish it. Very economical.,0,1,0,1,17,Excellent value Will take months before you can finish it. Very economical.
2234,0,8,1,Comfort Intense Fuchsia Passion Fabric Conditioner 38 Wash 570ml,5,Smells like teen spirit,Nice smell to clothes,0,1,0,0,24,Smells like teen spirit Nice smell to clothes
2235,0,8,1,Comfort Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,5,Great value,"Smells so fresh, and not overpowering. Handy to buy in bulk at a great price, and not have to worry about shopping around for a good price at the supermarkets regularly",0,0,0,0,2,"Great value Smells so fresh, and not overpowering. Handy to buy in bulk at a great price, and not have to worry about shopping around for a good price at the supermarkets regularly"
2236,0,8,1,Comfort Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,2,Not really worth it. Bottles are 3/4 full,It seems like a good deal but I used a whole bottle to fill the other bottles. So basically we got a bottle less. They're only 3/4 full so they're much smaller than they look.,0,0,0,0,8,Not really worth it. Bottles are 3/4 full It seems like a good deal but I used a whole bottle to fill the other bottles. So basically we got a bottle less. They're only 3/4 full so they're much smaller than they look.
2237,0,28,2,Sure Maximum Protection Clean Scent Cream Stick Antiperspirant 45ml,5,Value for money,Wonderful scent! Keeps me feel fresh all day.,0,1,0,0,3,Value for money Wonderful scent! Keeps me feel fresh all day.
2238,0,31,2,Tresemme  Cleanse & Replenish Shampoo 900ml,5,Value for money,Long lasting,0,1,0,0,8,Value for money Long lasting
2239,0,21,1,"Persil 3in1 Colour Washing Capsules 38 Wash, 1026g",5,Excellent Product,An excellent product which works amazingly.,0,0,0,0,28,Excellent Product An excellent product which works amazingly.
2240,0,8,1,Comfort Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,5,Smells lush!,Cant complain its my favourite! Smells so good.. Second time buying it in bulks too.,0,1,0,0,16,Smells lush! Cant complain its my favourite! Smells so good.. Second time buying it in bulks too.
2241,0,23,0,Pot Noodle Original Curry Standard 90g,5,Keep in a jar or goes hard,Hunger,0,1,0,0,19,Keep in a jar or goes hard Hunger
2242,0,8,1,Comfort Intense Fuchsia Passion Fabric Conditioner 38 Wash 570ml,5,Comfort Intense Laundry Conditioner Liquid (Fuchsia Passion),"Ultra concentrate so you don't have to use as much, just half a cap full will do just fine. The scent has a nice floral smell, but as it's concentrated, if you are having a sniff test direct from the bottom, it will of course seem a bit too intense. The end result is a bunch of nicely scented clothes (scents/smells are always subjective). As for the bottle, it's made from 100% recycled plastic and all but the outer sleeve can be recycled, which is a great step forward. A thumbs up from me.",0,0,1,0,23,"Comfort Intense Laundry Conditioner Liquid (Fuchsia Passion) Ultra concentrate so you don't have to use as much, just half a cap full will do just fine. The scent has a nice floral smell, but as it's concentrated, if you are having a sniff test direct from the bottom, it will of course seem a bit too intense. The end result is a bunch of nicely scented clothes (scents/smells are always subjective). As for the bottle, it's made from 100% recycled plastic and all but the outer sleeve can be recycled, which is a great step forward. A thumbs up from me."
2243,0,21,1,"Persil 3in1 Non Bio Washing Capsules 38 Wash, 1026g",5,Very good,Very good,0,0,0,0,30,Very good Very good
2244,0,21,1,"Persil 3in1 Colour Washing Capsules 38 Wash, 1026g",5,Well worth the money,Washing my clothes,0,1,0,0,24,Well worth the money Washing my clothes
2245,0,8,1,Comfort Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,5,Great fragrance!,I am in love with this softener so when I found it for a bargain I couldnt not buy it despite struggling for space at home. It smells absolutely amazing. Just a small amount is enough to make the whole house smell beautifully!,0,0,0,1,27,Great fragrance! I am in love with this softener so when I found it for a bargain I couldnt not buy it despite struggling for space at home. It smells absolutely amazing. Just a small amount is enough to make the whole house smell beautifully!
2246,0,31,2,Tresemme Silky Smooth Shampoo 900ml,5,Lovely smell,The smell is so nice and always wakes me up in the morning.,0,1,0,0,6,Lovely smell The smell is so nice and always wakes me up in the morning.
2247,0,8,1,Comfort Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,5,Worth to buy,Love it,0,0,0,0,12,Worth to buy Love it
2248,0,8,1,Comfort Pure Fabric Conditioner 166 Wash 5L,5,EXCELLENT,Just EXCELLENT,0,1,0,1,23,EXCELLENT Just EXCELLENT
2249,0,8,1,Comfort Ultra Concentrated Pure Fabric Conditioner 38 Wash 570ml,5,Mmm,Convenient . Smells great . Soft and fluffy,0,1,0,0,4,Mmm Convenient . Smells great . Soft and fluffy
2250,0,21,1,"Persil 3in1 Colour Washing Capsules 38 Wash, 1026g",5,Great Value,"Great price for the number of washes you get. Has the added bonus of me not having to carry these heavy packs home from the supermarket, just delivered to my door as and when I need them . They do what they should; effectively clean and easy to use.",0,0,0,0,7,"Great Value Great price for the number of washes you get. Has the added bonus of me not having to carry these heavy packs home from the supermarket, just delivered to my door as and when I need them . They do what they should; effectively clean and easy to use."
2251,0,21,1,"Persil 3in1 Non Bio Washing Capsules 50 Wash, 1350g",5,non bio,"getting a non bio 3in 1, great value",0,0,0,0,6,"non bio getting a non bio 3in 1, great value"
2252,0,8,1,Comfort Pure Fabric Conditioner 166 Wash 5L,5,nice,let me know when back on offer pls,0,1,0,0,12,nice let me know when back on offer pls
2253,0,21,1,"Persil 3in1 Non Bio Washing Capsules 50 Wash, 1350g",5,Great value,Value,0,1,0,0,9,Great value Value
2254,0,31,2,Tresemme Moisture Rich Shampoo 900ml,5,Smells great and last ages,So cheap when I purchased in bulk. Smell fantastic and will last so long,0,1,0,0,7,Smells great and last ages So cheap when I purchased in bulk. Smell fantastic and will last so long
2255,0,8,1,Comfort Ultra Concentrated Pure Fabric Conditioner 38 Wash 570ml,5,Value for money and smell lovely,Value for money and smell lovely,0,1,0,1,26,Value for money and smell lovely Value for money and smell lovely
2256,0,8,1,Comfort Pure Fabric Conditioner 166 Wash 5L,5,Amazing value for money!,"What else can I say? This was fantastic value for money and lasted months ... and I do a wash load every day, sometimes 2 or 3.",0,1,0,0,15,"Amazing value for money! What else can I say? This was fantastic value for money and lasted months ... and I do a wash load every day, sometimes 2 or 3."
2257,0,8,1,Comfort Intense Fresh Sky Fabric Conditioner 38 Wash 570ml,5,Comfort Intense,Lovely smell. Only need to use half a cap of this on a full load to have soft and fragrant washing. Works well in hard water environments. Compact bottle which is easy to store.,0,0,1,0,5,Comfort Intense Lovely smell. Only need to use half a cap of this on a full load to have soft and fragrant washing. Works well in hard water environments. Compact bottle which is easy to store.
2258,0,21,1,"Persil 3in1 Non Bio Washing Capsules 50 Wash, 1350g",1,Leaves behind a gel that sticks to the cloths,The outer layer covering the liquid becomes a sticky gel that sticks in the cloths. very hard to remove.,0,0,0,0,26,Leaves behind a gel that sticks to the cloths The outer layer covering the liquid becomes a sticky gel that sticks in the cloths. very hard to remove.
2259,0,22,1,Persil & Comfort New Baby Essential Laundry Kit(3 Items),3,Good washing performance,"This set of sensitive washing soaps is perfectly good. It cleans well, it has a decent scent and they last. Even better is the concentrated comfort bottle meaning its so much easier to store. The price is a touch heavy in my view but overall this is a useful set of washing machine products. They certainly clean well.",0,1,1,0,27,"Good washing performance This set of sensitive washing soaps is perfectly good. It cleans well, it has a decent scent and they last. Even better is the concentrated comfort bottle meaning its so much easier to store. The price is a touch heavy in my view but overall this is a useful set of washing machine products. They certainly clean well."
2260,0,8,1,Comfort Intense Fresh Sky Fabric Conditioner 38 Wash 570ml,5,It's a fabric conditioner not a game changer.,"The hype attached to the scent of fabric conditioner is something as a family we ignore. All we want is for the clothes to smell fresh and pleasant after a wash, to be soft and comfortable to wear and for the product to be economical. Fortunately, this one fulfills all the criteria. When I say 'to smell fresh and pleasant' I don't mean stink the place out with the scent and overpower and wilt everything in a 100 yard radius. Again, fortunately, this doesn't do so and so gets a general thumbs up, but I could have done without the wording bigging up the wonderfulness of the smells. To me that's an alarm call not to purchase! I'll whisk myself away with my own favourite perfumes. I don't want my clothes having a big-smell life of their own!",0,0,1,0,2,"It's a fabric conditioner not a game changer. The hype attached to the scent of fabric conditioner is something as a family we ignore. All we want is for the clothes to smell fresh and pleasant after a wash, to be soft and comfortable to wear and for the product to be economical. Fortunately, this one fulfills all the criteria. When I say 'to smell fresh and pleasant' I don't mean stink the place out with the scent and overpower and wilt everything in a 100 yard radius. Again, fortunately, this doesn't do so and so gets a general thumbs up, but I could have done without the wording bigging up the wonderfulness of the smells. To me that's an alarm call not to purchase! I'll whisk myself away with my own favourite perfumes. I don't want my clothes having a big-smell life of their own!"
2261,0,8,1,Comfort Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,5,Smells divine!!,Smells gorgeous even if Ive dried them in the tumble. And great value for money if you do the subscription service.,0,1,0,0,26,Smells divine!! Smells gorgeous even if Ive dried them in the tumble. And great value for money if you do the subscription service.
2262,0,22,1,Persil & Comfort New Baby Essential Laundry Kit(3 Items),5,"Nice, gentle products that don't upset my family's eczema-prone skin","These are gentle, skin-kind versions within the Persil and Comfort ranges. The bundled pack is a practical suggestion that offers good value compared to the individual retail prices of 2x25 wash Persil and 1x38 wash Comfort, making the fabric softener effectively free. I can't remember not using Persil non-biological as my laundry detergent of choice, it's the brand I grew up with - one that doesn't irritate the eczema and allergy prone skin of several members of my family. It has a pleasant, but not overly dominant scent, and the fluid formulation means this can be used even on cold washes. The Comfort is a highly concentrated version in quite a small bottle. In real life, the bottle is rather smaller than the product photo makes it appear in relation to the Persil, but this doesn't represent poor value (38 washes worth is 38 washes worth regardless of the size container in which it comes) and the small size does a good job of keeping the use of packaging materials down.",0,1,1,0,2,"Nice, gentle products that don't upset my family's eczema-prone skin These are gentle, skin-kind versions within the Persil and Comfort ranges. The bundled pack is a practical suggestion that offers good value compared to the individual retail prices of 2x25 wash Persil and 1x38 wash Comfort, making the fabric softener effectively free. I can't remember not using Persil non-biological as my laundry detergent of choice, it's the brand I grew up with - one that doesn't irritate the eczema and allergy prone skin of several members of my family. It has a pleasant, but not overly dominant scent, and the fluid formulation means this can be used even on cold washes. The Comfort is a highly concentrated version in quite a small bottle. In real life, the bottle is rather smaller than the product photo makes it appear in relation to the Persil, but this doesn't represent poor value (38 washes worth is 38 washes worth regardless of the size container in which it comes) and the small size does a good job of keeping the use of packaging materials down."
2263,0,29,1,Surf Tropical Lily Washing Liquid 85 Wash 3L,5,value for money,good buy smells lush,0,1,0,0,15,value for money good buy smells lush
2264,0,21,1,"Persil 3in1 Colour Washing Capsules 38 Wash, 1026g",5,Great value,Value,0,0,0,0,9,Great value Value
2265,0,22,1,Persil & Comfort New Baby Essential Laundry Kit(3 Items),5,I'm returning to the Persil non-bio fold.,"I used Persil non-bio for many years, but changed to a brand specifically for babies about eight years ago, so it was a bit of a homecoming using it again. I really like the flip-top opening and how smoothly the product pours into the dispenser ball, which is much easier than the crosscut design on my usual brand that requires a fair amount of pressure. I never had a problem with how well Persil cleans, and this hasnt changed; a machine load of baby clothes  together with stains - muslins and bedding came out spotless. With the addition of the Comfort Pure conditioner, the laundry was very soft and smelled lovely. It also performs well on general washing. I have decided to go back to using Persil non-bio; not just for the frustration-free dispenser, but it performs so well and is kind to skin. Using it again has made me wonder why I ever left the brand in the first place.",0,1,1,0,17,"I'm returning to the Persil non-bio fold. I used Persil non-bio for many years, but changed to a brand specifically for babies about eight years ago, so it was a bit of a homecoming using it again. I really like the flip-top opening and how smoothly the product pours into the dispenser ball, which is much easier than the crosscut design on my usual brand that requires a fair amount of pressure. I never had a problem with how well Persil cleans, and this hasnt changed; a machine load of baby clothes  together with stains - muslins and bedding came out spotless. With the addition of the Comfort Pure conditioner, the laundry was very soft and smelled lovely. It also performs well on general washing. I have decided to go back to using Persil non-bio; not just for the frustration-free dispenser, but it performs so well and is kind to skin. Using it again has made me wonder why I ever left the brand in the first place."
2266,0,21,1,"Persil 3in1 Non Bio Washing Capsules 38 Wash, 1026g",1,Leaves behind a gel that sticks to the cloths,The outer layer covering the liquid becomes a sticky gel that sticks in the cloths. very hard to remove.,0,1,0,0,26,Leaves behind a gel that sticks to the cloths The outer layer covering the liquid becomes a sticky gel that sticks in the cloths. very hard to remove.
2267,0,8,1,Comfort Intense Fuchsia Passion Fabric Conditioner 38 Wash 570ml,5,Dreamy scent!,"I regularly use Comfort intense conditioner - the Fuscia scented one is my favourite - i've tried the Fresh Sky one too which is nice but the Fuscia one is beautiful and the scent lasts a long time. I use this along with the matching Scent Pearls. Use half a capful of this along with your normal detergent then once dried you have this incredible dreamy scent that really lasts, you can smell it subtly when you open your wardrobe, it's lovely. This bumper box is a good way to buy in bulk or go to your supermaket and look out for special offers! Highly recommended, this is the best conditioner we've tried!",0,0,1,0,27,"Dreamy scent! I regularly use Comfort intense conditioner - the Fuscia scented one is my favourite - i've tried the Fresh Sky one too which is nice but the Fuscia one is beautiful and the scent lasts a long time. I use this along with the matching Scent Pearls. Use half a capful of this along with your normal detergent then once dried you have this incredible dreamy scent that really lasts, you can smell it subtly when you open your wardrobe, it's lovely. This bumper box is a good way to buy in bulk or go to your supermaket and look out for special offers! Highly recommended, this is the best conditioner we've tried!"
2268,0,22,1,Persil & Comfort New Baby Essential Laundry Kit(3 Items),5,"A good-value bundle for sensitive skin, featuring two bottles of Persil and one of Comfort","Although biological detergents are generally more effective than non-bio versions this version of Persil works well enough on babies wear and on normal soiling of the clothes of older people with sensitive skin. This handy pack includes two bottles of Persil non-bio liquid detergent (24 wash size) and one of Comfort Pure fabric conditioner (36 wash size) and is decent value at eleven pounds currently from Amazon. These two non-biological products are dermatologically tested and endorsed by the British Skin Foundation  they have been developed especially to be kind to sensitive baby skin. Good cleaning power for a non-biological washing detergent with soft and safe conditioning  well worth trying on your little one's clothes, or on your own if you have sensitive skin.",0,1,1,0,29,"A good-value bundle for sensitive skin, featuring two bottles of Persil and one of Comfort Although biological detergents are generally more effective than non-bio versions this version of Persil works well enough on babies wear and on normal soiling of the clothes of older people with sensitive skin. This handy pack includes two bottles of Persil non-bio liquid detergent (24 wash size) and one of Comfort Pure fabric conditioner (36 wash size) and is decent value at eleven pounds currently from Amazon. These two non-biological products are dermatologically tested and endorsed by the British Skin Foundation  they have been developed especially to be kind to sensitive baby skin. Good cleaning power for a non-biological washing detergent with soft and safe conditioning  well worth trying on your little one's clothes, or on your own if you have sensitive skin."
2269,0,21,1,"Persil 3in1 Non Bio Washing Capsules 38 Wash, 1026g",5,Excellent Product,An excellent product which works amazingly.,0,1,0,0,28,Excellent Product An excellent product which works amazingly.
2270,0,22,1,Persil & Comfort New Baby Essential Laundry Kit(3 Items),5,Excellent value laundry set,"This laundry set is excellent value. I like the smell of the persil- its really fresh and strong, and the clothes retain the clean scent. The comfort softener is effective. I would recommend for families with young kids.",0,1,1,0,2,"Excellent value laundry set This laundry set is excellent value. I like the smell of the persil- its really fresh and strong, and the clothes retain the clean scent. The comfort softener is effective. I would recommend for families with young kids."
2271,0,12,2,Dove Men+Care Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,5,Love the scent,Great money saving subscription,0,1,0,0,17,Love the scent Great money saving subscription
2272,0,16,2,Lynx Black Shower Gel 400ml,5,good quality and good price too,my son loved the product and would recommend especially the youth,0,1,0,0,30,good quality and good price too my son loved the product and would recommend especially the youth
2273,0,21,1,"Persil 3in1 Non Bio Washing Capsules 50 Wash, 1350g",5,Great service,Very happy with this order arriving same day as promised.,0,0,0,0,14,Great service Very happy with this order arriving same day as promised.
2274,0,21,1,"Persil 3in1 Non Bio Washing Capsules 38 Wash, 1026g",5,Great Value !,Great Value !,0,0,0,0,18,Great Value ! Great Value !
2275,0,8,1,Comfort Intense Fuchsia Passion Fabric Conditioner 38 Wash 570ml,5,Comforting,"At the current price, this works out at about 7.5p per wash, which considering the price of own label fabric conditioner is good value. Okay, you have to buy a box of it, but, if you have enough storage space, it's the way to go. It has a pleasant scent and it's a good size, though in this house we've been used to bigger bottles. The claim is it has 36 washes per bottle but that's using the recommended 1/2 cap, but I have to admit we've been using slightly more than that. Okay, that own label stuff will be cheaper and does come in a larger size but you do tend to have to use a bit more each wash.",0,0,1,0,13,"Comforting At the current price, this works out at about 7.5p per wash, which considering the price of own label fabric conditioner is good value. Okay, you have to buy a box of it, but, if you have enough storage space, it's the way to go. It has a pleasant scent and it's a good size, though in this house we've been used to bigger bottles. The claim is it has 36 washes per bottle but that's using the recommended 1/2 cap, but I have to admit we've been using slightly more than that. Okay, that own label stuff will be cheaper and does come in a larger size but you do tend to have to use a bit more each wash."
2276,0,8,1,Comfort Intense Fuchsia Passion Fabric Conditioner 38 Wash 570ml,3,Lovely and lasting scent.,Bulk buying this Intense version of this seems the only way to get true value for money unless you spot a deal. If you follow the on the bottle instructions the half a cap measure is enough to get the job done properly. The scent is lovely and really seems to last well even after some time after washing. Pleased overall just would probably get standard Comfort as a default and this as an on offer treat. Perhaps even better as the bigger bottles to get more for your money.,0,0,1,0,27,Lovely and lasting scent. Bulk buying this Intense version of this seems the only way to get true value for money unless you spot a deal. If you follow the on the bottle instructions the half a cap measure is enough to get the job done properly. The scent is lovely and really seems to last well even after some time after washing. Pleased overall just would probably get standard Comfort as a default and this as an on offer treat. Perhaps even better as the bigger bottles to get more for your money.
2277,0,21,1,"Persil 3in1 Non Bio Washing Capsules 38 Wash, 1026g",5,Simple and clean,"Easy and convenient to use, leaving laundry fresh and clean.",0,0,0,0,5,"Simple and clean Easy and convenient to use, leaving laundry fresh and clean."
2278,0,21,1,"Persil 3in1 Non Bio Washing Capsules 50 Wash, 1350g",5,Smells lovely,Great convenient product much easier that powder or liquid,0,1,0,0,26,Smells lovely Great convenient product much easier that powder or liquid
2279,0,31,2,Tresemme Silky Smooth Shampoo 900ml,2,Average,"Average and not as good as L'oreal but half the price so .. OK but that's all, nothing special like some seem to think ..",0,1,0,0,4,"Average Average and not as good as L'oreal but half the price so .. OK but that's all, nothing special like some seem to think .."
2280,0,8,1,Comfort Intense Fresh Sky Fabric Conditioner 38 Wash 570ml,5,Good quality and price,im not sure it lives up to all the hype that Comfort is clearly a leading brand in the market leader and if you want to use fabric softer inspires confidence. We personally only use fabric softener and on towels but this certainly did seem to lead them very soft and was a nice fragrance . Value for money this is an excellent product definitely better and cheaper brands some of which just dont work or smell very harsh .,0,0,1,0,25,Good quality and price im not sure it lives up to all the hype that Comfort is clearly a leading brand in the market leader and if you want to use fabric softer inspires confidence. We personally only use fabric softener and on towels but this certainly did seem to lead them very soft and was a nice fragrance . Value for money this is an excellent product definitely better and cheaper brands some of which just dont work or smell very harsh .
2281,0,22,1,Persil & Comfort New Baby Essential Laundry Kit(3 Items),5,Excellent for babies and those with sensitive skin,My big baby is 32 but still has really sensitive skin - both his sons also have sensitive skin so I only use Persil non-bio when they are visiting. I have never found a fabric conditioner which has been certified by the British Skin Foundation before but Comfort Pure is - excellent! As the family were due to visit last week I freshly laundered the bedding and it washed well and felt nice and soft. There is a subtle scent which is very pleasant. This set of 3 products is great value at £11. Highly recommend product.,0,1,1,0,26,Excellent for babies and those with sensitive skin My big baby is 32 but still has really sensitive skin - both his sons also have sensitive skin so I only use Persil non-bio when they are visiting. I have never found a fabric conditioner which has been certified by the British Skin Foundation before but Comfort Pure is - excellent! As the family were due to visit last week I freshly laundered the bedding and it washed well and felt nice and soft. There is a subtle scent which is very pleasant. This set of 3 products is great value at £11. Highly recommend product.
2282,0,8,1,Comfort Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,5,Absolute bargain,This is one of my favourites but always feel like I should stop myself getting it on a shop as they are normally so over prized. When I see this deal I was buzzing! This will keep me and my partner going for a while and my clothes smell amazing! So happy,0,1,0,0,17,Absolute bargain This is one of my favourites but always feel like I should stop myself getting it on a shop as they are normally so over prized. When I see this deal I was buzzing! This will keep me and my partner going for a while and my clothes smell amazing! So happy
